task_name,trial,costs,all_cost,best_cost,best_all_cost,cmp
dense_small_batch.gpu,1,0.030088811550000004,2.7386248111724854,0.004173730675675676,1.4164776802062988,0.13859052768969432
dense_small_batch.gpu,2,0.00466567696969697,1.3813741207122803,0.004173730675675676,1.4164776802062988,0.8937661774173594
dense_small_batch.gpu,3,0.0045637176060606055,1.363083839416504,0.004173730675675676,1.4164776802062988,0.913734071699022
dense_small_batch.gpu,4,0.004342366114285714,1.4237642288208008,0.004173730675675676,1.4164776802062988,0.9603115353520133
dense_small_batch.gpu,5,0.0045770282121212124,1.3709251880645752,0.004173730675675676,1.4164776802062988,0.9110768116366237
dense_small_batch.gpu,6,0.0132972453,1.5548896789550781,0.004173730675675676,1.4164776802062988,0.3136006124719885
dense_small_batch.gpu,7,0.0044902449999999995,1.332932710647583,0.004173730675675676,1.4164776802062988,0.9286852432930209
dense_small_batch.gpu,8,0.004454273705882353,1.3197486400604248,0.004173730675675676,1.4164776802062988,0.9361850091886583
dense_small_batch.gpu,9,0.00626129925,1.5170090198516846,0.004173730675675676,1.4164776802062988,0.6659998354607105
dense_small_batch.gpu,10,0.004173730675675676,1.4164776802062988,0.004173730675675676,1.4164776802062988,0.9991119682381505
dense_small_batch.gpu,11,0.004663309848484849,1.3798022270202637,0.004173730675675676,1.4164776802062988,0.8942198579459926
dense_small_batch.gpu,12,0.0057938839375,1.4699811935424805,0.004173730675675676,1.4164776802062988,0.7197286509797765
dense_small_batch.gpu,14,0.0048391165625,1.3346021175384521,0.004173730675675676,1.4164776802062988,0.8617325531245189
dense_small_batch.gpu,16,0.0079355100625,1.800995111465454,0.004173730675675676,1.4164776802062988,0.5254891289188974
dense_small_batch.gpu,17,0.004195246509433962,1.748267650604248,0.004173730675675676,1.4164776802062988,0.9939879005662782
dense_small_batch.gpu,18,0.0088478428,1.3167552947998047,0.004173730675675676,1.4164776802062988,0.47130406411269765
dense_small_batch.gpu,19,0.004527210823529412,1.402423620223999,0.004173730675675676,1.4164776802062988,0.9211022929608834
dense_small_batch.gpu,20,0.0179293486,1.8923542499542236,0.004173730675675676,1.4164776802062988,0.23258091318890808
dense_small_batch.gpu,21,0.01061735215,1.4757630825042725,0.004173730675675676,1.4164776802062988,0.39275557703624536
dense_small_batch.gpu,22,0.00577602178125,1.4971976280212402,0.004173730675675676,1.4164776802062988,0.7219543880196081
